Language,Content
ZH,啊 这个 我 不太 清楚
ZH,啊 还有 很久 啊
ZH,可是 我 最后 一年 因为 男孩子 要 当兵 嘛 所以 我 最后 一年 我 转来 这个 学校
ZH,其实 我是 还好 可是 我是 听 很多人 讲 不 不是 很好 读 不是 很容易 读 所以
ZH,（嗯） 可是 未来 是 不知道 会 怎样 啦
ZH,有 有 有 所以
ZH,我 知 它的 难关 应该 有 五个 吧 然后 都是 从 (嗯) 早上 两点 做到
ZH,(嗯) 有 睡 啊 可是 不多 啊 有些人 就是 根本 都 懒得 睡 啊 就在 那边 玩 咯
ZH,然后 最后 一天 就是 那个
ZH,啊 然后 第一个 就是 他 给你 一个 桌子
ZH,男的 和 女的 是 不同 啊 然后 他 给你 一个 桌子 然后 他 要你
EN,ah (er) they want you to use your body just your body (er) to go under the table and go up again so
EN,it's not very difficult ah the first one then (er) the following one is maybe they give you a very long pole then they ask
EN,its a just a pole la then they ask the whole o. g. to support you and you have to climb up ah so the pole must be stable and everyone must give directions ah so it's a team effort and anymore
EN,each other and
ZH,是 蛮好玩的 嗯
EN,ah swimming pool
ZH,哭 没有  赶 着 回家 而已
ZH,因为 很肮脏 然后 赶快 冲凉 赶快 赶回家 也 七天 没有 回家 啊 所以
ZH,多少人 啊 我
ZH,嗯 所以 其实 我们  来这里 也是来 赚钱的 啊 所以 就要 一直 赚钱 啊
ZH,啊 然后 叫 (呃) 其 他人 去 啊 然后 然后 卖 卖票 咯
ZH,(呃) 如果 你 读书 的 时候 就 不是 很好 玩 啦
ZH,我想法 我觉得 是 浪费 时间  可是 因为 我是 那个
ZH,志凯 志凯 对 咯
ZH,你 应该 去 创业 啊 还是 什么 所以
ZH,哦 其实 我的 家里 不是 算 那种 很 富有 的
ZH,(呃) 以后 的 家庭 跟 像我 这样 啊 就是 很像
ZH,所以 还 还 不错
ZH,所以 我的 家 家里 现在 应该 是 靠 她 了
ZH,嗯 对 很好 所以 一定 是 稳赚的
EN,mature
ZH,啊 我 还 好 啊 我 不会
ZH,可是 就 (嗯) 有 去 学车 啊 考 车 这些 然后 有空 就去 运动 咯
ZH,啊 因为 我是 文员 啊 心脏 有 问题 所以 他们 不敢 派 我 去 吧
ZH,我 没有 我 很 希望 他们 叫 我 去 站在 那边 可是
EN,they are more real life loh yah
ZH,要 知道 (嗯) 要 怎么 跟 人家 相处 啊 我 觉得 很 重要 咯
ZH,我 我 不 不太会 讲话 啊
ZH,福建 人 咯 福建 人
ZH,我 会 讲 福建 话 一点点 啊
ZH,不会 怎样
ZH,不合 理 啊 我 觉得
ZH, 对 啊 那些鱼  如果 鱼 长大了 然 后 放不下了 啊
ZH,对 可是 鱼 会长 大 很快 啊 然后  每天 都要
ZH,温度 这些
EN,yah (em)
ZH, 对 其实 (呃)
EN,zhi kai
ZH,手球 啊 就是 很像 它的 运球 是 像 篮球
ZH,可是 他的 射门 这些 是像 足球
ZH,好像 你 要 用 你的 手 把 有一个 守门员 你要 丢过 守门员 然后 进球 这样
ZH,不错 啊 他 有 参加 蛮 多 啊
EN,outdoor
ZH,嗯 因为
ZH, 我 不知道 哎  我 不知道
ZH,其实 参加 是 有为了 好玩 也为了 很 像 可能 未来
ZH,其实 有些人 可能 他们 不是 为了 好玩 只是 为了 那个
EN,re~ resume yah
EN,yah loh yah loh
ZH,你 喜欢 吧 蛮 有 兴趣的 那种
ZH,oh wah 很难 呐
ZH,这个 学期 啊
ZH,就是 (嗯) 就是 敌人 吧 然后 那时 我 也 不是 很 喜欢 他 他 也是 不是 很 喜欢 我 这样 然后
ZH,嗯 然后 你再 超越 他们
ZH,其实 蛮 好玩 的
EN,a bit difficult
ZH,所以 （ppo) 有一种 会给 他们
ZH,因为 你 有 多少 好天分 你 也是 很难
ZH,完了 啊
EN,hello can or not can like that
EN,louder a bit  ok can
EN,(er) wee kim wee school (er) communications (er) communication studies ah
ZH,oh (er) 哦 怎么 选择 (erm)
EN,ya ya public relations
ZH,所以 他们 会 教 有些 课 是 在 他们 跟 韩语 啦 可是
EN,but then like (erm) they will- i think their main language to teach is like (er) english
EN,ya that kind it'll be quite fun nah cause like now a lot of my friends go then i see their pictures on facebook wow then very nice ah then the weather there nice everything also nice singapore too hot
EN,(er) i went for eight days yah on a tour but very fun  ya
ZH,啊 我们 我们 去 很多 地方 哎呀 我们 也 去 jeju
EN,drama mm
EN,ya but then my mother also like to watch ah korean drama then
ZH,(呃) 国家 (嗯) <unk> 去年
EN,but then after that (er) also manage to go lah go thailand very fun then shop a lot also  ya the things there quite cheap then ya then go out with my fami~
EN,ah no never go spa because my my (er) no time  ya as in (er) ah how to say (er) didn't really want to go also cause like no need to go as in ya then-
EN,ya then mm oh mm
EN,then ah what else we've been mm
EN,we she like write down where she want to go so we really go go go then we take their mrt
ZH,不可以 穿 (呃) 短裙 也是
ZH,那个 tuktuk ah 我 想 驾 个- (呃) 我 想 我 想 我 想 坐 可是 我 爸爸 就 说 不要 因为 他 说
EN,oh johore j. b. ah
ZH,啊 我 还 去 吃 晚餐
ZH,是 蛮 好 的 我 还 记得 是 那个 我们 去 那 一天 是 (呃) 范文芳 和 那个 李明顺 他们 结婚 的 那个 的 摆 喜酒
ZH,(嗯) 八十 几
EN,quite late like mm i think-
ZH,啊 那种
EN,then that was in two thousand eight
EN,yah two thousand and eight go to kuala-lumpur i think can't remember
ZH,啊 对 基督教
ZH,主 相信 他 会 帮 你 那种
EN,like you always try to use like rely on yourselves first but then
EN,then how
ZH,哦 经验  (呃) 经验
ZH,(呃) 好像 (呃)
ZH,我 不是 考 到 那么 惨 到 要 去 那边 可是 但是 因为
EN,(erm) the university entrance rate ah for our school is like forty percent
EN,then they will say like university is easier
EN,then (er) she went to this like f. and b. company to work ah like some to do with hotel one
EN,hello hello hi hi hi hello
EN, hello hi yup ok alright got it
ZH,瑞芳
ZH,哦 是 男生 的 吗
ZH,哦 我 知道 雁章 是吗
EN,(erm) it's like port economics then insurance maritime insurance maritime law some of the international frameworks of the shipping industry
EN,(erm) a bit here and there like certain terms but we haven't really done in depth yet
EN,port
EN,ya correct like the operations
ZH,(呃) 不大 会 讲 诶 不大 会 用 中文 讲
ZH,啊 对 全部 家里 的 人 全部 都是 讲 英语 的
ZH,他们 是 华人 不过 也是 比较 擅长 讲 英文
ZH,啊哈 海事 啦
ZH,(呃) 是 原因 是 什么 是 吗
ZH,就是 有 一点 感兴趣
ZH,(呃) 就 对 海 (呃) 海事 这些 有 有 一点 兴趣
ZH,(呃) 这个 就 不 太 清楚 了 因为 它 它 有很多方面
ZH,就是 新加坡 嗯
ZH,是 这样
ZH,(啊) 我 本身 是 很 喜欢 舞蹈
ZH,对 (呃)
ZH,是 它
ZH,(呃) 我 它 它 就是 很 很 凶 的 感觉 啊 有一点 凶~ 有一点 凶 有一点 粗鲁 好像 我 妈妈 看 了 也 都 不 不大 习惯 因为 我 妈妈 是 喜欢 看 芭蕾舞 这种 的 就是 比较
ZH,你 就会 发现 到 (呃) 其实 它 动作 粗 是
ZH,你 要 看 你 怎么 跳 啦 有时候 你 自己 跳 你 你 真的 跳 得 好 骚 这些 那 是 你 自己 的 问题
EN,ok can ok
EN,(er) started with ballet then
ZH,(呃) 有 啊
ZH,(呃) 就是 刚刚 过了
ZH, 哦 你是 马来西亚 人 吗
ZH,(呃) 他们 就 这 他们 每次 说 嘛 台上 一 分钟 台下 十年 功
EN,it's quite true because (er)
ZH,对 对 因为 他们 比较 比较 壮 嘛 比较 容易 扛 起来
EN,(er)  ok the shapy body is it ok
ZH,哦 就是 在 那边 自由 发挥 啦 嗯
ZH, 要不然 你 就 跟 我 说 一下 好像 台湾 有什么  景点  你 讲 一点 我 再 问 一点
EN,(er) tourist attraction
EN,ok correct
ZH,哦 就是 就是 跟 新加坡 挺 不一样 的 嘛  嗯
ZH,这些 好像 台中 这些 (呃) 值得 去 吗 因为 我 有 一个 朋友 他 说 去 台湾 就是 去 购物 而已
EN,oh oh oh ok
EN,oh oh ok mm
ZH,小吃
ZH,(呃) 没有 去年
ZH,去年 六月
ZH,这个 就 试试看 (呃)
ZH,(呃) 不过 是
ZH,那 那 是 个 很 很 不 很 不一样 的 体验
EN,yah so it's very it's very relaxing  ver~ very different from-
ZH,我 本来 本来 是 因为 我 有 一个 (呃) 好 朋友 他 妈妈 是 柬埔寨 人
ZH,就 随便 享受
ZH,哦 那 那个 美 吗
EN,oh ok i understand
ZH,(哦) 还好 啦
ZH,我 我 知道 他 我 我 妈妈 跟 弟弟 (呃) 去 的 时候
ZH,huh 应该 我 觉得 应该 应该 去 啦
ZH,不过 (呃) 就是 每 每次 听到 人家 都是 去 纽西兰 做 纽西兰 做 可是 去 了 纽西兰 你 就 看 了 它的
ZH,可能 新加坡 的 香味 还 比较 多
ZH,他们 的 (呃)
ZH,(呃) 你喜欢吃 如果你喜欢海鲜 啊 这些
ZH,因为 这里 的 人 全部 都是 从 外 外地 来 的 嘛
ZH,(呃) 我 我 不知道 你 你 你 住 哪里 比较 靠近 好像
ZH,有 有 就是 就是 那个 可能 那个 就 比较 感兴趣 那个 是 挺 靠近 我 家 的
ZH,哦 那个 我 不知道
ZH,因为 我 很 喜欢 这种 东西  嗯
ZH,哦 是吗  我 .也是 去 过
ZH,考 完了 就 像 诶 好像 后天 这样 就 飞走 了
ZH,啊哈 就 飞 去 那里 玩
ZH,哦 没有
ZH, 我 不知道 就是 (呃) 很 好玩 因为
ZH,(啊哈)
EN,oh like albino kind of i see
ZH,八 岁 对 我 我 也 不知道 为什么 我 我 爸爸 会 想 带 我们 那时 我 八 岁 我 我 弟弟 六 岁 我 妹妹 都 还 没 出生
ZH, 就 这样 啊
EN,oh ok las vegas conference
ZH,我 不 我 不 记得 我 不 清楚
ZH,什么 旅
ZH,不过 这样 比较 有趣 嘛
ZH,嗯 可能 吧
ZH,还有 (呃)
ZH,(呃) 去 过 土耳其
ZH,(呃) 因为 土耳其 是 很 美 很 美 的 地方
ZH,它 它 的 它 很多 景点 都是
ZH,(呃) 人家 也 可以 住 在 里面 的 他们 那里 的 人 他们 的 家
ZH,他们 讲 夏天 的 时候 就会 保 就会 比较 凉 啊 不过 冬天 的 时候 就 比较 温
ZH,非常 对 它 的 它 的 它 食物 也是 很 好吃
ZH,不过 就是 很 好吃
ZH,有 啦 (呃)
ZH,(呃) 有时候 学 一点 玩 一点 学 一点 玩 一点 就 比较 好玩 啊 就 比较 有 收获 嘛
ZH,(嗯)  我 我 不大 清楚 因为 不过 不~ 好像 是 两天 两千 少 过 两千
EN,eight days
ZH,嗯 可以 了
EN,one two three
EN,my name is caleb chai
EN,ok my name is calab chai
EN,i'm from c. b. c year two
EN,(er) my major is chemistry and
EN,i'm right now studying for my quiz  so
EN,what do you want me to say i mean like anything
EN,i'm from chinese orchestra ya so but i didn't join in uni ah instead i join more in my hall stuff
EN,committees ah all my committees actually are like (erm)
EN,ad-hoc stuff ah so like hexis (er) now i am do doing this for my canvassing for h. s. o. c which is er hall six orientation camp
EN,(er) i'm not sure yet i don't know whether this year i will ta-pao anything or not  so ya it really depends on my this sem result mm
EN,oh ok ok (er)
ZH,哦 我 教 中一 的 学生 他 是 从 (呃) 英华 英华 中学
EN,(er) i mean this assignment so sometimes i really find it difficult to actually translate in chinese oh because i've been so used in talking in english in all these thing right
EN,ya although my chinese used to be not bad lah
ZH,我 其实 才 刚刚 教 了 一个 月
EN,to be
EN,truthful ah i'm i'm struggling with my with my homework all these thing
EN,(er) but i do i i still enjoy doing this course ah but i think i will be better in biological science ya b. s. mm
EN,i will consider h. s. a. ah health science authority or even a. star if i can get into it
EN,cause i used to be a police officer in my army days then i happen to know things about forensic science ah and which i think my chemistry course can actually help in this area
EN,after that ok i am also taking up summer research ah in my school because my school actually offer us (er) this
EN,ok (erm)
EN,i'm year two mm
EN, you know enjoy yourself by having a good trip before you go into the working industry mm
EN,so i actually give up the program so you know what is i.n.s.t.e.p.
EN,i will try to apply next sem and will see how ah the result
EN,ya different from the normal local cuisine
EN,mm ok then
EN,ok (er)
EN,hobbies ah
ZH,哦 (呃) 我 朋友 介绍 的
EN,after that they if let's say they need people they will call you down for assignment
ZH,嗯 (啧)
EN,i actually play quite a number of sport lah i swim i play table tennis i
EN,ya i don't know whether is it too old or what then but i think i will still try out ah i'll learn from anyone oh who know how to play
ZH,因为 你 吃 电 嘛  就
ZH,啊 你 可以 加 冰箱 可以 加 电视机 自己 带 进来 的 啦 可是 那个 电 你 就要 付 啊
ZH,你 有 做 比 (啊) 这个 不要 讲 了 你 哇
ZH,他们 的 食物 (呃) 还 过得去 啊 就是 吃 久 了 会 腻 的 那种 哦
ZH,真的 是 吃 来 吃 去 就是 那 几 间 根本 没有 什么 好吃 的
EN,i am buddhist yes mm
ZH,你 的 朋友 就 好像 越来越 少
EN,mm ya
EN,isn't what christians always talk about ya faith orh so i
ZH,为什么 啊 你 问
EN,you can actually use that to venture into  ah many other areas
ZH,是 值得 的 咯
ZH,对 啊 现在 学生 越来越 难 教 了 真的 嗯 不容易
EN,besides this i actually have another student (er) i am teaching sec four (er) pure chem and bio so-
ZH,对 哦 还有 什么 问题 吗 哦 我 蛮 喜欢 这个 东西 的
ZH,哦 为什么 (呃) 你 会 在 这边 做工
ZH,然后 你 的 小学 是 哪 一 间 呢
EN,sungei-tengah there
EN,ya all the camp site ah
EN,so (er) do you enjoy your current work
EN,how do you actually how do you actually find this job
ZH,不容易 不容易
EN,mm eh that is good have you considered signing a contract over here
EN,oh so you are actually under a project
EN,hm interesting
EN,ok hall life ah (er) hall life
ZH,有一点 想念 他  因为 他 是 我 蛮好 的 一个 朋友 然后 以前 一直 欺负 他 哦 就
ZH,我 记得 有一次 我 喝醉 酒 的 时候 就 吐 在 他 的 床上
EN,um ok
EN,so i didn't manage to join (er) hall production
EN,yup (erm)
ZH,我 学 了 很多 新的 歌 啊
EN,ya cause i also enjoy hiking as well and
ZH,对 哦 其实 我 蛮 喜欢
EN,which is quite sad lah
ZH,啊 就 两个 人 在 那边 讲 来 讲 去 啦
ZH,对 哦 然后 可能 明年 我 想 参加
ZH,哦 我 二十
ZH,差 两 岁 啊 mm
ZH,对了 嗯 然后 (呃) 还 有 什么 东西 啊
ZH,你 还要 懂 什么
EN,so now i'm thinking of like oh ok it comes to point whereby maybe i should join a c. c. a. whereby i can contribute back to the society
ZH,是不是 很 伟大  没有 啦 就 有 兴趣 啦
EN,oh they are volunteers or what
EN,oh ok social workers
ZH,真的了不起 哦
EN, ok then (erm)
EN,so far uni life has been quite (er) exciting for me lah mm
EN,because ah
ZH,诶 有 东西 的
ZH,对 哦 我 也是 不懂 你 怎么 讲 两个 钟头 的
EN,phobia ah (er)
ZH,它 就 不要 随便 随便 就 出现 在 你 面前 那种 啦 我 就 不 喜欢 啦
EN,clean up ok ah
EN,do you know what is b. m. t.
EN,yup (er)ok three months then after that i was selected for police officer cadet course in in our home team academy lah home team so
EN,so for police officer we actually are train more in mental skills than physical
EN,ya so we have to study (er) police laws i mean criminal laws all these thing (er) then
EN,we actually went o. b. s. for training ah
EN,outward bound
EN,for twelve days ya in total
ZH,早上 我 记得 话 是 六点 半
ZH,唱 国歌 后 就是 吃 早餐
EN,ya lah do whatever you want to do lah in the bunk or what
EN,after that i'm posted to a (er) police headquarter under ops department nah so (erm)
EN,mm then (er) i also write for my-
EN,then i also enjoy myself in in my in my i mean ops department lah c.i.
EN,mm we have we have
EN,ya it's taurus point three eight
ZH,对 啊 有 啊 不可能 是 假的 等一下
ZH,哦 真~ 那个 没有 子弹
EN,ya it's loaded
EN,mm anything
ZH,还 差 多久 啊 哇 半个 钟头 而已 啊
ZH,啊 你 经过 三个
ZH,哇 哇
ZH,啊 就 不懂 唉 很 清高 的 样子
